,name,price,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен,Комплектация
867,"Volkswagen Polo 1.6 AT, 2019, 193 524 км",900000, 2019, V рестайлинг (2015—2020), 193 524 км, 6 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 MPI AT (110 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Белый, Левый, XW8Z*************,, Connect
868,"Toyota RAV4 2.0 CVT, 2017, 132 000 км",1649000, 2017, IV рестайлинг (2015—2019), 132 000 км, 3 записи в отчёте Автотеки, Оригинал, 1, Не битый, 2.0 4WD CVT (146 л.с.), 2 л, Бензин, Вариатор, Полный, Внедорожник 5-дверный, Белый, Левый, XW7W*************,,
869,"Skoda Rapid 1.6 AT, 2017, 130 167 км",969000, 2017, I рестайлинг (2017—2020), 130 167 км, Проверить в Автотеке,, 1, Не битый, 1.6 MPI AT (110 л.с.), 1.6 л, Бензин, Автомат, Передний, Лифтбек, Белый, Левый, XW8A*************, Возможен,
870,"Cadillac CTS 2.8 AT, 2007, 264 879 км",435000, 2007, II (2007—2014), 264 879 км, 20 записей в отчёте Автотеки,, 4+, Не битый, 2.8 V6 AT (215 л.с.), 2.8 л, Бензин, Автомат, Задний, Седан, Чёрный, Левый, XWFD*************,, Base
871,"Volkswagen Passat 3.2 AMT, 2006, 237 000 км",550000, 2006, B6 (2005—2010), 237 000 км, 9 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 3.2 FSI 4Motion DSG (250 л.с.), 3.2 л, Бензин, Робот, Полный, Универсал, Коричневый, Левый, WVWZ*************, Не интересует, Базовая
872,"BMW X5 3.0 AT, 2020, 24 000 км",8200000, 2020, G05 (2018—2023), 24 000 км,, Электронный, 1, Не битый, 40i 3.0 xDrive Steptronic (340 л.с.), 3 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, 5UXC*************,, M Sport Pure
873,"Porsche Cayenne 3.0 AT, 2017, 88 000 км",5500000, 2017, II рестайлинг (2014—2018), 88 000 км, 5 записей в отчёте Автотеки, Оригинал, 1, Не битый, 3.0 AT (245 л.с.), 3 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, WP1Z*************, Не интересует, Platinum Edition
874,"Toyota Highlander 3.5 AT, 2013, 145 000 км",1455000, 2013, II рестайлинг (2010—2013), 145 000 км, 5 записей в отчёте Автотеки, Оригинал, 1, Не битый, 3.5 V6 4WD AT (273 л.с.), 3.5 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, JTEE*************,,
875,"Nissan Qashqai 2.0 CVT, 2016, 110 870 км",1250000, 2016, II (2013—2019), 110 870 км, 11 записей в отчёте Автотеки, Оригинал, 2, Не битый, 2.0 CVT (144 л.с.), 2 л, Бензин, Вариатор, Передний, Внедорожник 5-дверный, Белый, Левый, Z8NF*************, Не интересует,
876,"Haval F7 2.0 AMT, 2019, 78 000 км",1115000, 2019, I (2018—2022), 78 000 км, 2 записи в отчёте Автотеки, Оригинал, 1, Не битый, 2.0 4WD AMT (190 л.с.), 2 л, Бензин, Робот, Полный, Внедорожник 5-дверный, Чёрный, Левый, XZGF*************,,
877,"Opel Mokka 1.8 AT, 2012, 121 200 км",989000, 2012, I (2012—2016), 121 200 км, 10 записей в отчёте Автотеки,, 4+, Не битый, 1.8 4WD AT (140 л.с.), 1.8 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, W0LJ*************, Возможен, Cosmo
878,"Volvo V40 1.6 AMT, 2014, 118 000 км",1155000, 2014, II (2012—2016), 118 000 км, 10 записей в отчёте Автотеки,, 2, Не битый, 1.6 D AMT (115 л.с.), 1.6 л, Дизель, Робот, Передний, Хетчбек 5-дверный, Голубой, Левый, YV1M*************, Возможен, Базовая
879,"Daewoo Winstorm 2.0 AT, 2008, 298 600 км",900000, 2008, I (2006—2011), 298 600 км, 13 записей в отчёте Автотеки, Оригинал, 4+, Не битый, 2.0 VCDi 4WD AT (150 л.с.), 2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Серый, Левый, KLAC*************, Возможен, Базовая
880,"Hyundai Solaris 1.6 AT, 2021, 28 816 км",1075000, 2021, II рестайлинг (2020—2024), 28 816 км, 10 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Белый, Левый, Z94K*************,,
881,"Kia Cerato 2.0 AT, 2021, 112 000 км",1299000, 2021, IV (2018—2022), 112 000 км, 3 записи в отчёте Автотеки, Оригинал, 1, Не битый, 2.0 AT (150 л.с.), 2 л, Бензин, Автомат, Передний, Седан, Белый, Левый, XWEF*************,,
882,"Mazda CX-7 2.3 AT, 2011, 144 275 км",839000, 2011, I рестайлинг (2009—2012), 144 275 км, 7 записей в отчёте Автотеки,, 1, Не битый, 2.3 4WD AT (238 л.с.), 2.3 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, JMZE*************, Возможен,
883,"Suzuki Swift 1.2 AT, 2011, 158 710 км",799000, 2011, IV (2011—2013), 158 710 км, 21 запись в отчёте Автотеки,, 3, Не битый, 1.2 AT (94 л.с.), 1.2 л, Бензин, Автомат, Передний, Хетчбек 5-дверный, Оранжевый, Левый, TSMN*************, Возможен, GLX
884,"Renault Logan 1.4 MT, 2010, битый, 50 000 км",450000, 2010, I рестайлинг (2009—2015), 50 000 км, 2 записи в отчёте Автотеки, Оригинал, 4+, Битый, 1.4 MT (75 л.с.), 1.4 л, Бензин, Механика, Передний, Седан, Белый, Левый, X7LL*************, Не интересует,
885,"BMW X1 2.0 AT, 2012, 155 000 км",1145000, 2012, E84 (2009—2012), 155 000 км, 10 записей в отчёте Автотеки,, 1, Не битый, 20d 2.0 xDrive AT (177 л.с.), 2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, WBAV*************, Возможен,
886,"Mitsubishi L200 2.5 MT, 2013, 137 000 км",1249000, 2013, IV (2006—2014), 137 000 км, 5 записей в отчёте Автотеки,, 1, Не битый, 2.5 DI-D 4WD MT (136 л.с.), 2.5 л, Дизель, Механика, Полный, Пикап, Серый, Левый, MMCJ*************, Возможен, DC Invite+
887,"Skoda Octavia 1.6 AT, 2018, 104 088 км",920000, 2018, III рестайлинг (2017—2020), 104 088 км, 3 записи в отчёте Автотеки,, 1, Не битый, 1.6 MPI AT (110 л.с.),, Бензин, Автомат, Передний, Лифтбек, Белый, Левый, XW8A*************,,
888,"Infiniti QX56 5.6 AT, 2013, 126 385 км",1499000, 2013, II (2010—2013), 126 385 км, 30 записей в отчёте Автотеки,, 1, Не битый, 5.6 4WD AT (405 л.с.), 5.6 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, Z8NJ*************, Возможен,
889,"Honda Pilot 3.5 AT, 2013, 148 000 км",1399000, 2013, II рестайлинг (2011—2015), 148 000 км, 3 записи в отчёте Автотеки, Оригинал, 1, Не битый, 3.5 4WD AT (249 л.с.), 3.5 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Серый, Левый, 5KBY*************,,
890,"FIAT Idea 1.4 MT, 2004, 195 000 км",195000, 2004, I (2003—2016), 195 000 км, 16 записей в отчёте Автотеки, Оригинал, 4+, Не битый, 1.4 MT (77 л.с.), 1.4 л, Бензин, Механика, Передний, Минивэн, Оранжевый, Левый, ZFA3*************, Не интересует, Базовая
891,"Mazda 6 2.0 AT, 2013, 139 000 км",1245000, 2013, GJ (2012—2015), 139 000 км, 16 записей в отчёте Автотеки,, 3, Не битый, 2.0 AT (150 л.с.), 2 л, Бензин, Автомат, Передний, Седан, Белый, Левый, RUMG*************, Возможен, Supreme
892,"BMW X5 3.0 AT, 2007, 190 000 км",1350000, 2007, E70 (2006—2010), 190 000 км, 4 записи в отчёте Автотеки, Оригинал, 4+, Не битый, 3.0si 3.0 AT (264 л.с.), 3 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, 5UXF*************, Не интересует, Базовая
893,"Hyundai Santa Fe 2.2 AT, 2011, 152 000 км",1029000, 2011, II рестайлинг (2010—2012), 152 000 км, 7 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.2 R VGT 4WD AT (197 л.с.), 2.2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, KMHS*************,,
894,"Nissan Qashqai 2.0 CVT, 2017, 80 000 км",1215000, 2017, II рестайлинг (2017—2023), 80 000 км, 10 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.0 4WD CVT (144 л.с.), 2 л, Бензин, Вариатор, Полный, Внедорожник 5-дверный, Синий, Левый, Z8NF*************,,
895,"Kia Sorento 2.4 AT, 2017, 144 000 км",1549000, 2017, II рестайлинг (2012—2021), 144 000 км, Проверить в Автотеке, Оригинал, 1, Не битый, 2.4 4WD AT (175 л.с.), 2.4 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, XWEK*************,,
896,"Suzuki SX4 1.6 AT, 2011, 170 000 км",745000, 2011, I рестайлинг (2009—2014), 170 000 км, 16 записей в отчёте Автотеки,, 1, Не битый, 1.6 AT (112 л.с.), 1.6 л, Бензин, Автомат, Передний, Внедорожник 5-дверный, Серебряный, Левый, TSME*************, Возможен, GLX
897,"Hyundai Santa Fe 2.2 AT, 2010, 155 000 км",1149000, 2010, II рестайлинг (2010—2012), 155 000 км, 30 записей в отчёте Автотеки,, 1, Не битый, 2.2 R VGT 4WD AT (197 л.с.), 2.2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, KMHS*************, Возможен,
898,"Land Rover Range Rover 4.4 AT, 2014, 142 107 км",3895000, 2014, IV (2012—2017), 142 107 км, 31 запись в отчёте Автотеки,, 2, Не битый, 4.4 TD AT (339 л.с.), 4.4 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, SALG*************, Возможен, Vogue
899,"Kia Rio 1.6 AT, 2018, 68 400 км",1420000, 2018, IV (2017—2020), 68 400 км, 7 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Белый, Левый, Z94C*************, Не интересует, Prestige
900,"Kia Soul 1.6 AT, 2016, 125 600 км",1409000, 2016, II (2013—2016), 125 600 км, 6 записей в отчёте Автотеки,, 1, Не битый, 1.6 AT (132 л.с.), 1.6 л, Бензин, Автомат, Передний, Хетчбек 5-дверный, Серый, Левый, XWEJ*************, Возможен, Prestige
901,"BMW X6 3.0 AT, 2012, 167 000 км",1859000, 2012, E71 (2007—2012), 167 000 км, 10 записей в отчёте Автотеки,, 2, Не битый, 35i 3.0 AT (306 л.с.), 3 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, X4XF*************, Возможен, Базовая
902,"Haval F7 2.0 AMT, 2021, 84 595 км",1480000, 2021, I (2018—2022), 84 595 км, 8 записей в отчёте Автотеки,, 1, Не битый, 2.0 4WD AMT (190 л.с.), 2 л, Бензин, Робот, Полный, Внедорожник 5-дверный, Белый, Левый, XZGF*************, Возможен, Elite
903,"BMW M4 3.0 AT, 2021, 29 379 км",10345000, 2021, G82 (2020—2024), 29 379 км,, Электронный, 1, Не битый, 3.0 AT (510 л.с.), 3 л, Бензин, Автомат, Задний, Купе, Жёлтый, Левый, WDS3*************, Возможен, Competition
