,name,price,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен,Комплектация
779,"Mercedes-Benz E-класс 2.0 AT, 2017, 149 874 км",2695000, 2017, W213/S213/C238/A238 (2016—2021), 149 874 км, 9 записей в отчёте Автотеки,, 2, Не битый, E 200 2.0 4MATIC 9G-Tronic (184 л.с.), 2 л, Бензин, Автомат, Полный, Седан, Чёрный, Левый, WDD2*************, Возможен,
780,"Nissan Pathfinder 2.5 AT, 2010, 229 000 км",1450000, 2010, III (2004—2010), 229 000 км, 23 записи в отчёте Автотеки, Оригинал, 2, Не битый, 2.5 Cdi 4WD AT (174 л.с.), 2.5 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, VSKJ*************, Не интересует,
781,"Mercedes-Benz Maybach S-класс 3.0 AT, 2016, 170 000 км",4500000, 2016, X222 (2013—2017), 170 000 км, 27 записей в отчёте Автотеки, Оригинал, 2, Не битый, S 400 3.0 4MATIC 7G-Tronic (333 л.с.), 3 л, Бензин, Автомат, Полный, Седан, Чёрный, Левый, WDD2*************, Не интересует, Base
782,"Chevrolet Captiva 2.4 AT, 2014, 124 300 км",1149000, 2014, I рестайлинг 2 (2013—2016), 124 300 км, 15 записей в отчёте Автотеки,, 1, Не битый, 2.4 4WD AT (167 л.с.), 2.4 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Серый, Левый, XUUC*************, Возможен,
783,"Mercedes-Benz GLK-класс 3.5 AT, 2013, 149 000 км",1399000, 2013, X204 рестайлинг (2012—2015), 149 000 км, 12 записей в отчёте Автотеки, Оригинал, 1, Не битый, GLK 300 3.5 4MATIC 7G-Tronic (249 л.с.), 3.5 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Синий, Левый, WDC2*************,,
784,"BMW 5 серия 3.0 AT, 2018, 75 000 км",4500000, 2018, G30/G31 (2016—2020), 75 000 км, 12 записей в отчёте Автотеки, Оригинал, 3, Не битый, 530d 3.0 xDrive Steptronic (249 л.с.), 3 л, Дизель, Автомат, Полный, Седан, Чёрный, Левый, X4XJ*************, Не интересует,
785,"Nissan X-Trail 2.0 CVT, 2012, 157 283 км",900000, 2012, II рестайлинг (2010—2015), 157 283 км, 6 записей в отчёте Автотеки, Оригинал, 2, Не битый, 2.0 CVT (137 л.с.), 2 л, Бензин, Вариатор, Передний, Внедорожник 5-дверный, Серебряный, Левый, Z8NT*************, Не интересует, Базовая
786,"Honda Accord 3.5 AT, 2013, 76 100 км",1850000, 2013, IX (2012—2016), 76 100 км, 14 записей в отчёте Автотеки, Оригинал, 2, Не битый, 3.5 i-VTEC AT (281 л.с.), 3.5 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, 1HGC*************, Не интересует,
787,"ВАЗ (LADA) Largus 1.6 MT, 2019, 57 609 км",820000, 2019, I (2012—2021), 57 609 км, 13 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 MT (106 л.с.), 1.6 л, Бензин, Механика, Передний, Универсал, Чёрный, Левый, XTAK*************,,
788,"Skoda Rapid 1.6 AT, 2020, 46 258 км",1390000, 2020, II (2019—2024), 46 258 км, 15 записей в отчёте Автотеки,, 1, Не битый, 1.6 MPI AT (110 л.с.), 1.6 л, Бензин, Автомат, Передний, Лифтбек, Коричневый, Левый, XW8A*************, Возможен,
789,"Land Rover Range Rover Sport 3.0 AT, 2018, 77 000 км",7300000, 2018, II рестайлинг (2017—2022), 77 000 км, 7 записей в отчёте Автотеки, Оригинал, 2, Не битый, 3.0 SD AT (306 л.с.), 3 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Серый, Левый, SALW*************, Не интересует, HSE
790,"Chevrolet Lacetti 1.6 AT, 2010, 290 000 км",490000, 2010, I (2004—2013), 290 000 км, 27 записей в отчёте Автотеки, Оригинал, 4+, Не битый, 1.6 AT (109 л.с.), 1.6 л, Бензин, Автомат, Передний, Хетчбек 5-дверный, Серебряный, Левый, XUUN*************, Не интересует, WTCC Street edition
791,"Kia Optima 2.4 AT, 2018, 60 800 км",1749000, 2018, IV (2015—2018), 60 800 км, 2 записи в отчёте Автотеки,, 1, Не битый, 2.4 AT (188 л.с.), 2.4 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, XWEG*************, Возможен,
792,"BMW 1 серия 1.6 AT, 2013, 159 500 км",1085000, 2013, F20/F21 (2011—2015), 159 500 км, 15 записей в отчёте Автотеки,, 2, Не битый, 118i 1.6 Steptronic (170 л.с.), 1.6 л, Бензин, Автомат, Задний, Хетчбек 5-дверный, Белый, Левый, WBA1*************, Возможен, Базовая
793,"Ford Explorer 4.0 AT, 2008, 210 758 км",1238000, 2008, IV (2005—2010), 210 758 км, 11 записей в отчёте Автотеки, Оригинал, 3, Не битый, 4.0 4WD AT (212 л.с.), 4 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, 1FME*************, Не интересует, LTD
794,"Kia Rio 1.6 AT, 2012, 134 455 км",650000, 2012, III (2011—2015), 134 455 км, 22 записи в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Синий, Левый, Z94C*************, Не интересует, Базовая
795,"Skoda Octavia 1.6 AT, 2018, 349 000 км",1170000, 2018, III рестайлинг (2017—2020), 349 000 км, Проверить в Автотеке, Оригинал, 2, Не битый, 1.6 MPI AT (110 л.с.), 1.6 л, Бензин, Автомат, Передний, Лифтбек, Белый, Левый, XW8A*************, Не интересует, Active
796,"Toyota Wish 1.8 AT, 2003, 299 000 км",590000, 2003, I (2003—2005), 299 000 км, 2 записи в отчёте Автотеки,, 3, Не битый, 1.8 AT (132 л.с.), 1.8 л, Бензин, Автомат, Передний, Минивэн, Серый, Правый, ZNE1********, Возможен, Базовая
797,"Hyundai Solaris 1.6 AT, 2013, 175 000 км",669000, 2013, I (2010—2014), 175 000 км, 15 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Серебряный, Левый, Z94C*************, Возможен, Comfort
798,"Audi A6 2.0 CVT, 2013, 139 000 км",1099000, 2013, C7 (2011—2014), 139 000 км, 2 записи в отчёте Автотеки,, 1, Не битый, 2.0 TFSI Multitronic (180 л.с.), 2 л, Бензин, Вариатор, Передний, Седан, Чёрный, Левый, WAUZ*************, Возможен, Base
799,"Audi A4 1.8 CVT, 2014, 157 500 км",1155000, 2014, B8 рестайлинг (2011—2015), 157 500 км, 10 записей в отчёте Автотеки,, 4+, Не битый, 1.8 TFSI Multitronic (170 л.с.), 1.8 л, Бензин, Вариатор, Передний, Седан, Бежевый, Левый, WAUZ*************, Возможен,
800,"Ford Focus 1.6 MT, 2013, 215 000 км",586000, 2013, III (2011—2015), 215 000 км, 4 записи в отчёте Автотеки,, 3, Не битый, 1.6 MT (105 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Белый, Левый, X9FM*************, Возможен, Trend
801,"Mitsubishi Pajero Sport 2.5 AT, 2013, 159 000 км",1350000, 2013, II рестайлинг (2013—2016), 159 000 км, 4 записи в отчёте Автотеки, Оригинал, 1, Не битый, 2.5DI-D AT (178 л.с.), 2.5 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Серый, Левый, Z8TG*************, Не интересует, Ultimate
802,"Mercedes-Benz C-класс 1.6 AT, 2016, 78 000 км",2895000, 2016, W205/S205/C205/A205 (2014—2018), 78 000 км, 14 записей в отчёте Автотеки, Оригинал, 4+, Не битый, C 180 1.6 7G-Tronic (150 л.с.), 1.6 л, Бензин, Автомат, Задний, Купе, Синий, Левый, WDD2*************, Не интересует, Sport Особая серия
803,"Hyundai Elantra 1.6 AT, 2014, 181 269 км",850000, 2014, V рестайлинг (2013—2016), 181 269 км, 6 записей в отчёте Автотеки,, 4+, Не битый, 1.6 AT (132 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Белый, Левый, KMHD*************,,
804,"Mercedes-Benz GL-класс 3.0 AT, 2011, 245 000 км",1820000, 2011, X164 рестайлинг (2009—2012), 245 000 км, 14 записей в отчёте Автотеки, Дубликат, 4+, Не битый, GL 350d 3.0 4MATIC 7G-Tronic (224 л.с.), 3 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, WDC1*************, Не интересует,
805,"Volkswagen Multivan 2.0 AMT, 2011, 194 000 км",2065000, 2011, T5 рестайлинг (2009—2015), 194 000 км, 14 записей в отчёте Автотеки,, 2, Не битый, 2.0 TDI 4Motion AMT (180 л.с.), 2 л, Дизель, Робот, Полный, Минивэн, Серый, Левый, XW8Z*************, Возможен, Highline
806,"Hyundai Santa Fe 2.4 AT, 2016, 141 000 км",1499000, 2016, III рестайлинг (2015—2018), 141 000 км, 6 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.4 4WD AT (171 л.с.), 2.4 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, XWES*************,,
807,"SsangYong Rexton 2.7 MT, 2011, 144 000 км",749000, 2011, II (2006—2012), 144 000 км, 5 записей в отчёте Автотеки,, 1, Не битый, 2.7 Xdi 4WD MT (163 л.с.), 2.7 л, Дизель, Механика, Полный, Внедорожник 5-дверный, Чёрный, Левый, Z8UG*************, Возможен,
808,"Nissan X-Trail 2.0 CVT, 2018, 133 000 км",1299000, 2018, III (2013—2019), 133 000 км, 8 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.0 4WD CVT (144 л.с.), 2 л, Бензин, Вариатор, Полный, Внедорожник 5-дверный, Синий, Левый, Z8NT*************,,
809,"Chevrolet Aveo 1.6 AT, 2014, 179 400 км",650000, 2014, II (2011—2020), 179 400 км, 3 записи в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 AT (115 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Серый, Левый, XUFT*************, Не интересует,
810,"Kia Sportage 2.0 MT, 2015, 141 000 км",1380000, 2015, III рестайлинг (2014—2016), 141 000 км, 15 записей в отчёте Автотеки, Оригинал, 2, Не битый, 2.0 MT (150 л.с.), 2 л, Бензин, Механика, Передний, Внедорожник 5-дверный, Серебряный, Левый, XWEP*************, Не интересует, Luxe
811,"Honda CR-V 2.0 AT, 2013, 134 000 км",1595000, 2013, IV (2011—2015), 134 000 км, 8 записей в отчёте Автотеки,, 2, Не битый, 2.0 4WD AT (150 л.с.), 2 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, SHSR*************, Возможен, Lifestyle
812,"Skoda Superb 2.0 AMT, 2012, 203 000 км",1399000, 2012, II (2008—2013), 203 000 км, 7 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.0 TSI DSG (200 л.с.), 2 л, Бензин, Робот, Передний, Лифтбек, Коричневый, Левый, TMBA*************, Не интересует, Laurin&Klement
813,"Hyundai Solaris 1.6 AT, 2020, 21 506 км",1030000, 2020, II рестайлинг (2020—2024), 21 506 км, 12 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 AT (123 л.с.),, Бензин, Автомат, Передний, Седан, Чёрный, Левый, Z94K*************,,
814,"Mitsubishi Pajero Sport 2.4 AT, 2017, 119 527 км",2299000, 2017, III (2015—2021), 119 527 км, 25 записей в отчёте Автотеки,, 1, Не битый, 2.4 DI-D 4WD AT (181 л.с.), 2.4 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Синий, Левый, MMCG*************, Возможен,
815,"Volkswagen Tiguan 2.0 AMT, 2014, 142 000 км",1385000, 2014, I рестайлинг (2011—2019), 142 000 км, 9 записей в отчёте Автотеки,, 2, Не битый, 2.0 TSI 4Motion DSG (210 л.с.), 2 л, Бензин, Робот, Полный, Внедорожник 5-дверный, Синий, Левый, WVGZ*************, Возможен, Sport&Style
816,"Toyota Camry 2.0 AT, 2018, 148 500 км",1949700, 2018, XV70 (2017—2021), 148 500 км, 10 записей в отчёте Автотеки, Оригинал, 2, Не битый, 2.0 AT (150 л.с.), 2 л, Бензин, Автомат, Передний, Седан, Белый, Левый, XW7B*************, Не интересует, Classic
817,"EXEED RX 2.0 AT, 2023, 501 км",3499000, 2023, I (2023—2024), 501 км, 3 записи в отчёте Автотеки,, 1, Не битый, 2.0 T-GDI 4WD AT (249 л.с.), 2 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Серый, Левый, LVTD*************,,
818,"Ford Fusion 1.6 MT, 2006, 181 000 км",299000, 2006, I рестайлинг (2005—2012), 181 000 км, 11 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 MT (101 л.с.), 1.6 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Чёрный, Левый, WF0U*************, Не интересует, Elegance
819,"Nissan Maxima 2.0 AT, 1996, 312 000 км",295000, 1996, A32 (1994—2000), 312 000 км, 7 записей в отчёте Автотеки, Оригинал, 3, Не битый, 2.0 AT (140 л.с.), 2 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, JN1C*************, Не интересует, Базовая
820,"Mercedes-Benz CLA-класс 1.6 AMT, 2016, 93 536 км",1899000, 2016, C117/X117 рестайлинг (2016—2019), 93 536 км, 3 записи в отчёте Автотеки,, 2, Не битый, CLA 200 1.6 7G-DCT (150 л.с.), 1.6 л, Бензин, Робот, Передний, Седан, Белый, Левый, WDD1*************, Возможен,
821,"Chevrolet Lanos 1.5 MT, 2007, 137 400 км",225000, 2007, I (2002—2009), 137 400 км, 7 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.5 MT (86 л.с.), 1.5 л, Бензин, Механика, Передний, Седан, Серебряный, Левый, Y6DT*************, Не интересует, S
822,"Hyundai Solaris 1.4 AT, 2018, 236 886 км",875000, 2018, II (2017—2020), 236 886 км, 3 записи в отчёте Автотеки, Оригинал, 2, Не битый, 1.4 AT (100 л.с.), 1.4 л, Бензин, Автомат, Передний, Седан, Белый, Левый, Z94K*************,, Comfort
823,"Jeep Grand Cherokee 3.0 AT, 2014, 141 000 км",1650000, 2014, WK2 рестайлинг (2013—2023), 141 000 км, 21 запись в отчёте Автотеки, Оригинал, 1, Не битый, 3.0 TD AT (243 л.с.), 3 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Синий, Левый, 1C4R*************,,
824,"Suzuki Grand Vitara 2.4 AT, 2008, 177 300 км",893000, 2008, II рестайлинг (2008—2012), 177 300 км, 16 записей в отчёте Автотеки,, 4+, Не битый, 2.4 4WD AT (169 л.с.), 2.4 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Синий, Левый, JSAJ*************, Возможен, JLX-EL
825,"Hyundai Sonata 2.0 AT, 2018, 220 000 км",1200000, 2018, VII рестайлинг (2017—2019), 220 000 км, 6 записей в отчёте Автотеки, Оригинал, 3, Не битый, 2.0 AT (150 л.с.), 2 л, Бензин, Автомат, Передний, Седан, Белый, Левый, XWEE*************, Не интересует, Primary
826,"Mercedes-Benz GLA-класс 1.6 AMT, 2018, 78 000 км",2500000, 2018, X156 рестайлинг (2017—2020), 78 000 км, 5 записей в отчёте Автотеки, Оригинал, 1, Не битый, GLA 200 1.6 7G-DCT (150 л.с.), 1.6 л, Бензин, Робот, Передний, Внедорожник 5-дверный, Чёрный, Левый, WDC1*************, Не интересует, Особая Серия
827,"ГАЗ ГАЗель 3302 2.9 MT, 2013, 152 000 км",935000, 2013, II (2010—2024), 152 000 км, 6 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 2.9 CNG MT (99 л.с.), 2.9 л, Газ, Механика, Задний, Фургон, Белый, Левый, X961*************,, Базовая
828,"Voyah Dream 1.5 AT, 2024, 1 км",8400000, 2024, I (2022—2024), 1 км,, Оригинал, 1, Не битый, 1.5hyb 4WD AT (422 л.с.), 1.5 л, Гибрид, Автомат, Полный, Минивэн, Серебряный, Левый, LDP9*************,, Ultimate
829,"Renault Duster 1.6 MT, 2019, 32 163 км",1255000, 2019, I рестайлинг (2015—2021), 32 163 км, Проверить в Автотеке, Оригинал, 1, Не битый, 1.6 MT (114 л.с.), 1.6 л, Бензин, Механика, Передний, Внедорожник 5-дверный, Белый, Левый, X7LH*************, Не интересует, Life
830,"Haval F7 1.5 AMT, 2020, 63 000 км",1495000, 2020, I (2018—2022), 63 000 км, 2 записи в отчёте Автотеки,, 1, Не битый, 1.5 4WD AMT (150 л.с.), 1.5 л, Бензин, Робот, Полный, Внедорожник 5-дверный, Чёрный, Левый, XZGE*************, Возможен,
831,"Mitsubishi Outlander 2.4 CVT, 2013, 141 300 км",1618000, 2013, III (2012—2015), 141 300 км, 18 записей в отчёте Автотеки, Оригинал, 2, Не битый, 2.4 4WD CVT (167 л.с.), 2.4 л, Бензин, Вариатор, Полный, Внедорожник 5-дверный, Серый, Левый, Z8TX*************, Не интересует, Intense
832,"Land Rover Range Rover Sport 3.0 AT, 2015, 112 513 км",2399000, 2015, II (2013—2017), 112 513 км, 3 записи в отчёте Автотеки,, 2, Не битый, 3.0 TD AT (249 л.с.), 3 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, SALW*************, Возможен, HSE
833,"Skoda Fabia 1.2 MT, 2006, 205 000 км",268000, 2006, I рестайлинг (2004—2007), 205 000 км, Проверить в Автотеке, Оригинал, 2, Не битый, 1.2 MT (64 л.с.), 1.2 л, Бензин, Механика, Передний, Универсал, Чёрный, Левый, TMBJ*************, Не интересует, Базовая
834,"Chevrolet Captiva 2.2 AT, 2015, 122 000 км",1125000, 2015, I рестайлинг 2 (2013—2016), 122 000 км, 24 записи в отчёте Автотеки,, 2, Не битый, 2.2 TD 4WD AT (184 л.с.), 2.2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Бежевый, Левый, XUFC*************, Возможен,
835,"Mazda 3 1.6 MT, 2006, 240 000 км",599000, 2006, BK рестайлинг (2006—2009), 240 000 км, 18 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.6 MT (105 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Серый, Левый, JMZB*************, Не интересует, Flash Edition
836,"Volvo XC90 2.5 AT, 2014, 129 124 км",1449000, 2014, I рестайлинг (2006—2014), 129 124 км, 4 записи в отчёте Автотеки,, 1, Не битый, 2.5 T5 4WD AT (210 л.с.) 7 мест, 2.5 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, YV1C*************, Возможен,
837,"Nissan Almera Classic 1.6 MT, 2006, 236 163 км",365000, 2006, I (2006—2013), 236 163 км, 13 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.6 MT (107 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Серебряный, Левый, KNMC*************, Не интересует, Базовая
838,"Opel Astra GTC 1.4 AT, 2013, 160 000 км",795000, 2013, J рестайлинг (2011—2017), 160 000 км, 10 записей в отчёте Автотеки,, 2, Не битый, 1.4 Turbo AT (140 л.с.), 1.4 л, Бензин, Автомат, Передний, Хетчбек 3-дверный, Серый, Левый, XWFP*************, Возможен, Sport
839,"Kia Carnival 2.2 AT, 2019, 104 800 км",2450000, 2019, III (2014—2021), 104 800 км, Проверить в Автотеке,, 1, Не битый, 2.2 CRDi AT (202 л.с.), 2.2 л, Дизель, Автомат, Передний, Минивэн, Белый, Левый, KNAM*************, Не интересует,
840,"Ford Explorer 3.5 AT, 2014, 159 000 км",1429000, 2014, V (2010—2015), 159 000 км, 24 записи в отчёте Автотеки,, 1, Не битый, 3.5 4WD AT (294 л.с.), 3.5 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, Z6FB*************, Возможен, Базовая
841,"Mercedes-Benz Sprinter Classic 2.1 MT, 2015, 168 000 км",1225000, 2015, I (1995—2024), 168 000 км, 4 записи в отчёте Автотеки, Оригинал, 2, Не битый, 311 CDI 2.1 MT (109 л.с.), 2.1 л, Дизель, Механика, Задний, Фургон, Белый, Левый, XDN9*************, Не интересует, Базовая
842,"Hyundai ix35 2.0 AT, 2014, 141 000 км",1265000, 2014, I рестайлинг (2013—2015), 141 000 км, 26 записей в отчёте Автотеки,, 1, Не битый, 2.0 4WD AT (150 л.с.), 2 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, TMAJ*************, Возможен,
843,"Hyundai Santa Fe 2.2 AT, 2015, 97 000 км",1400000, 2015, III рестайлинг (2015—2018), 97 000 км, 8 записей в отчёте Автотеки, Оригинал, 2, Не битый, 2.2 CRDi 4WD AT (200 л.с.), 2.2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, KMHS*************, Возможен, Premium
844,"Ford Mondeo 2.0 MT, 2007, 284 000 км",680000, 2007, IV (2006—2010), 284 000 км, 8 записей в отчёте Автотеки, Оригинал, 2, Не битый, 2.0 MT (145 л.с.), 2 л, Бензин, Механика, Передний, Седан, Чёрный, Левый, WF0D*************, Не интересует, Ambiente
845,"Skoda Octavia 1.8 AT, 2010, 165 470 км",845000, 2010, II рестайлинг (2008—2013), 165 470 км, 9 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.8 TSI AT (152 л.с.), 1.8 л, Бензин, Автомат, Передний, Лифтбек, Серый, Левый, XW8B*************, Не интересует, Elegance
846,"Kia Rio 1.6 AT, 2018, 263 000 км",1200000, 2018, IV (2017—2020), 263 000 км, 8 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Белый, Левый, Z94C*************, Не интересует, Prestige
847,"BMW X1 2.0 AT, 2013, 197 373 км",1049000, 2013, E84 рестайлинг (2012—2015), 197 373 км, 12 записей в отчёте Автотеки, Оригинал, 2, Не битый, 20i 2.0 xDrive AT (184 л.с.), 2 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Коричневый, Левый, X4XV*************, Не интересует,
848,"Ford Focus 1.8 MT, 2006, 250 000 км",408000, 2006, II (2005—2008), 250 000 км, 13 записей в отчёте Автотеки, Дубликат, 2, Не битый, 1.8 MT (125 л.с.), 1.8 л, Бензин, Механика, Передний, Седан, Синий, Левый, X9F4*************, Не интересует, Ghia
849,"Volkswagen Touareg 3.2 AT, 2004, 276 990 км",690000, 2004, I (2002—2006), 276 990 км, 10 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 3.2 FSI AT (220 л.с.), 3.2 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Серый, Левый, WVGB*************, Не интересует, Базовая
850,"Honda Civic 1.8 AT, 2007, 169 570 км",795000, 2007, VIII (2005—2009), 169 570 км, 7 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.8 AT (140 л.с.), 1.8 л, Бензин, Автомат, Передний, Седан, Синий, Левый, JHMF*************, Не интересует, Executive
851,"Hyundai Grandeur 3.0 AT, 2012, 155 740 км",1249000, 2012, V (2011—2016), 155 740 км, 22 записи в отчёте Автотеки,, 2, Не битый, 3.0 AT (250 л.с.), 3 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, KMHF*************, Возможен, Elegance
852,"BMW X5 3.0 AT, 2020, 68 700 км",7125000, 2020, G05 (2018—2023), 68 700 км, Проверить в Автотеке, Электронный, 1, Не битый, 40i 3.0 xDrive Steptronic (340 л.с.), 3 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, 5UXC*************, Возможен, M Sport Pro
853,"Ford Galaxy 2.3 AT, 2008, 194 000 км",895000, 2008, II (2006—2010), 194 000 км, 9 записей в отчёте Автотеки, Оригинал, 3, Не битый, 2.3 AT (161 л.с.), 2.3 л, Бензин, Автомат, Передний, Минивэн, Серый, Левый, WF0M*************, Не интересует, Ghia
854,"Chevrolet Cruze 1.6 AT, 2015, 100 470 км",889000, 2015, I рестайлинг (2012—2015), 100 470 км, 10 записей в отчёте Автотеки,, 2, Не битый, 1.6 AT (109 л.с.), 1.6 л, Бензин, Автомат, Передний, Хетчбек 5-дверный, Коричневый, Левый, XUFJ*************, Возможен, LT
855,"OMODA C5 1.6 AMT, 2023, 10 км",1750000, 2023, I (2021—2024), 10 км, Проверить в Автотеке,, 1, Не битый, 1.6 TGDI 4WD DCT (150 л.с.), 1.6 л, Бензин, Робот, Полный, Внедорожник 5-дверный, Белый, Левый, LVVD*************, Возможен, Supreme
856,"Hyundai Getz 1.4 AT, 2008, 38 800 км",790000, 2008, I рестайлинг (2005—2011), 38 800 км, 18 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.4 AT (97 л.с.), 1.4 л, Бензин, Автомат, Передний, Хетчбек 5-дверный, Голубой, Левый, KMHB*************, Не интересует, GLS
857,"Toyota Camry 2.0 AT, 2017, 167 362 км",1699000, 2017, XV50 рестайлинг (2014—2017), 167 362 км, 6 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.0 AT (150 л.с.), 2 л, Бензин, Автомат, Передний, Седан, Белый, Левый, XW7B*************, Не интересует, Classic
858,"Hyundai ix35 2.0 AT, 2014, 148 000 км",890000, 2014, I рестайлинг (2013—2015), 148 000 км, 7 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.0 4WD AT (150 л.с.), 2 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, TMAJ*************, Не интересует, Style Edition
859,"Porsche Cayenne 3.0 AT, 2018, 119 000 км",5790000, 2018, III (2017—2023), 119 000 км, 6 записей в отчёте Автотеки, Оригинал, 1, Не битый, 3.0 4WD AT (340 л.с.), 3 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Голубой, Левый, WP1Z*************, Не интересует, Cayenne
860,"Honda Accord 2.4 AT, 2006, 323 100 км",788000, 2006, VII рестайлинг (2005—2008), 323 100 км, 8 записей в отчёте Автотеки, Оригинал, 3, Не битый, 2.4 AT (190 л.с.), 2.4 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, JHMC*************, Не интересует, Executive
861,"Toyota Camry 2.5 AT, 2017, 142 000 км",1449000, 2017, XV50 рестайлинг (2014—2017), 142 000 км, 2 записи в отчёте Автотеки, Оригинал, 1, Не битый, 2.5 AT (181 л.с.), 2.5 л, Бензин, Автомат, Передний, Седан, Белый, Левый, XW7B*************,,
862,"Nissan Almera 1.8 MT, 2006, 210 000 км",345000, 2006, N16 рестайлинг (2002—2006), 210 000 км, 16 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.8 MT (116 л.с.), 1.8 л, Бензин, Механика, Передний, Седан, Чёрный, Левый, SJNB*************, Не интересует,
863,"Kia Rio 1.6 AT, 2022, 32 000 км",1299000, 2022, IV рестайлинг (2020—2024), 32 000 км, 3 записи в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Белый, Левый, Z94C*************,,
864,"Toyota Highlander 3.5 AT, 2014, 135 214 км",2545000, 2014, III (2013—2016), 135 214 км, 15 записей в отчёте Автотеки,, 2, Не битый, 3.5 V6 AT (249 л.с.), 3.5 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, 5TDD*************, Возможен,
865,"Mazda 6 2.5 AT, 2016, 98 716 км",1495000, 2016, GJ рестайлинг (2015—2018), 98 716 км, 29 записей в отчёте Автотеки,, 2, Не битый, 2.5 AT (192 л.с.), 2.5 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, RUMG*************, Возможен, Executive
866,"Mitsubishi Lancer 1.6 MT, 2009, 157 003 км",490000, 2009, IX рестайлинг (2005—2010), 157 003 км, 22 записи в отчёте Автотеки,, 3, Не битый, 1.6 MT (98 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Белый, Левый, JMBS*************, Не интересует, Базовая
