,name,price,Расположение,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен,Комплектация
380,"Kia Sorento 2.2 AMT, 2020, 69 000 км",3580000,"Республика Башкортостан, Абзелиловский р-н, Краснобашкирский сельсовет, с. Красная Башкирия, ул. Минислама Мирсаяпова", 2020, IV (2020—2024), 69 000 км, 12 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.2 SRDi 4WD DCT (199 л.с.), 2.2 л, Дизель, Робот, Полный, Внедорожник 5-дверный, Серый, Левый, XWER*************, Не интересует, Luxe
381,"Hyundai Accent 1.5 MT, 2007, 205 500 км",480000,"Ростовская обл., Ростов-на-Дону, ул. Тимошенко, 13Б", 2007, II (1999—2012), 205 500 км, 14 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.5 MT (102 л.с.) ТагАЗ, 1.5 л, Бензин, Механика, Передний, Седан, Серебряный, Левый, X7MC*************, Не интересует, Базовая
382,"Mercedes-Benz S-класс 5.0 AT, 2000, 334 000 км",485000,"Ставропольский край, Минераловодский муниципальный округ, Минеральные Воды, пр-т 22-го Партсъезда", 2000, W220 (1998—2005), 334 000 км, 21 запись в отчёте Автотеки, Дубликат, 4+, Не битый, S 500 5.0 AT (306 л.с.), 5 л, Бензин, Автомат, Задний, Седан, Чёрный, Левый, WDB2*************, Не интересует, Базовая
383,"Opel Zafira 1.8 MT, 2007, 206 000 км",450000,"Московская обл., Котельники, мкр-н Белая Дача", 2007, B (2005—2008), 206 000 км, 10 записей в отчёте Автотеки, Дубликат, 2, Не битый, 1.8 MT (140 л.с.), 1.8 л, Бензин, Механика, Передний, Минивэн, Чёрный, Левый, W0L0*************, Не интересует, Базовая
384,"Renault Megane 1.6 MT, 2008, 183 000 км",565000,"Ставропольский край, Невинномысск, ул. Менделеева, 105", 2008, II рестайлинг (2006—2009), 183 000 км, 10 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 MT (115 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Бежевый, Левый, VF1L*************, Не интересует,
385,"Toyota Corolla 1.6 AT, 2012, 173 000 км",1120000,"Ивановская обл., Шуя, ул. Свердлова", 2012, X рестайлинг (2010—2013), 173 000 км, 12 записей в отчёте Автотеки, Оригинал, 4+, Не битый, 1.6 AT (124 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, JTNB*************, Возможен, Elegance Plus
386,"ВАЗ (LADA) 2110 1.5 MT, 2001, 200 000 км",141000,"Кемеровская обл., Новокузнецкий г.о., Новокузнецк, Центральный район", 2001, I (1995—2014), 200 000 км, Проверить в Автотеке, Дубликат, 4+, Не битый, 1.5 MT (78 л.с.), 1.5 л, Бензин, Механика, Передний, Седан, Серебряный, Левый, XTA2*************, Не интересует, Базовая
387,"Peugeot 308 1.6 AT, 2010, 121 927 км",719000,"Свердловская обл., Екатеринбург, Шатурская ул.", 2010, I (2007—2011), 121 927 км, 3 записи в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 AT (120 л.с.), 1.6 л, Бензин, Автомат, Передний, Хетчбек 5-дверный, Красный, Левый, Z8T4*************, Не интересует, Premium Pack
388,"Toyota Camry 2.4 MT, 2007, 178 000 км",1160000,"Брянская обл., Брянск, мкр-н Автозаводец", 2007, XV40 (2006—2009), 178 000 км, 7 записей в отчёте Автотеки, Оригинал, 2, Не битый, 2.4 MT (167 л.с.), 2.4 л, Бензин, Механика, Передний, Седан, Серебряный, Левый, JTNB*************, Не интересует,
389,"ВАЗ (LADA) Vesta 1.6 MT, 2020, 200 000 км",720000,"Нижегородская обл., Нижний Новгород, ул. Патриотов", 2020, I (2015—2023), 200 000 км, 5 записей в отчёте Автотеки, Электронный, 2, Не битый, 1.6 MT (106 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Белый, Левый, XTAG*************, Не интересует,
390,"Hyundai ix35 2.0 AT, 2011, 307 500 км",1350000,"Алтайский край, Бийск, Советская ул., 217/7", 2011, I (2009—2013), 307 500 км, 3 записи в отчёте Автотеки, Оригинал, 1, Не битый, 2.0 4WD AT (150 л.с.), 2 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, TMAJ*************, Не интересует, Prestige
391,"Skoda Octavia 1.6 AT, 2018, 167 000 км",1370000,"Тюменская обл., Тюмень, ул. Московский Тракт, 118", 2018, III рестайлинг (2017—2020), 167 000 км, 8 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 MPI AT (110 л.с.), 1.6 л, Бензин, Автомат, Передний, Лифтбек, Белый, Левый, XW8A*************, Не интересует, Style
392,"Kia Rio 1.6 AT, 2016, 64 502 км",1379000,"Краснодарский край, Краснодар, ул. Достоевского, 84", 2016, III рестайлинг (2015—2017), 64 502 км, 5 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Серебряный, Левый, Z94C*************, Не интересует, Premium
393,"ВАЗ (LADA) Priora 1.6 MT, 2012, 179 000 км",577000,"Волгоградская обл., Волгоград, ул. Шурухина", 2012, I (2007—2013), 179 000 км, 4 записи в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 MT (98 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Чёрный, Левый, XTA2*************, Не интересует, Норма 21703-21-047
394,"Mazda 3 1.6 AT, 2007, 147 000 км",495000,"Свердловская обл., Екатеринбург, ул. Чемпионов", 2007, BK рестайлинг (2006—2009), 147 000 км, 7 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 AT (105 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Голубой, Левый, JMZB*************, Не интересует, Base
395,"Kia Rio 1.6 AT, 2015, 109 840 км",1195000,"Краснодарский край, Краснодар, жилой массив Пашковский, Крылатая ул., 2", 2015, III рестайлинг (2015—2017), 109 840 км, 7 записей в отчёте Автотеки,, 3, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Белый, Левый, Z94C*************,, Comfort Аудио
396,"ВАЗ (LADA) Granta 1.6 AT, 2024, 50 км",1399000,"Ростовская обл., Аксайский р-н, Аксайское городское поселение, Аксай, Советская ул., 73", 2024, I рестайлинг (2018—2024), 50 км,, Электронный, 1, Не битый, 1.6 AT (98 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, XTA2*************, Не интересует, Comfort
397,"Ford Focus 1.6 MT, 2004, 200 000 км",125000,"Липецкая обл., Данковский р-н, городское поселение Данков, Данков, ул. Мира, 54", 2004, I рестайлинг (2001—2007), 200 000 км, 7 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.6 MT (100 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Серебряный, Левый, X9FF*************, Не интересует, Базовая
398,"Skoda Fabia 1.2 MT, 2010, 280 000 км",560000,"Липецкая обл., Липецк, Ленина-Соборная пл.", 2010, II рестайлинг (2010—2014), 280 000 км, 6 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.2 MT (70 л.с.), 1.2 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Бордовый, Левый, TMBE*************, Не интересует, Ambiente
399,"Chevrolet Equinox 1.5 AT, 2019, 82 000 км",2290000,"Воронежская обл., г.о. Воронеж, Ленинский район, пл. Ленина", 2019, III (2017—2021), 82 000 км,, Электронный, 1, Не битый, 1.5 4WD AT (170 л.с.), 1.5 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, 2GNA*************, Не интересует, Базовая
400,"ВАЗ (LADA) Niva Legend 1.7 MT, 2022, 10 000 км",1100000,"Ставропольский край, Предгорный муниципальный округ, станица Суворовская, Советская ул.", 2022, I (2021—2024), 10 000 км, Проверить в Автотеке, Электронный, 1, Не битый, 1.7 MT (83 л.с.), 1.7 л, Бензин, Механика, Полный, Внедорожник 3-дверный, Серый, Левый, XTA2*************, Не интересует,
401,"Skoda Octavia 1.6 MT, 2012, 150 500 км",830000,"Удмуртская Республика, Ижевск, ул. Кирова, 146А", 2012, II рестайлинг (2008—2013), 150 500 км, 7 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 MPI MT (102 л.с.), 1.6 л, Бензин, Механика, Передний, Лифтбек, Белый, Левый, XW8D*************, Возможен, Базовая
402,"Land Rover Range Rover 5.0 AT, 2009, 210 000 км",1648000,"Санкт-Петербург, ул. Одоевского, 29", 2009, III рестайлинг 2 (2009—2012), 210 000 км, 46 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 5.0 AT (510 л.с.), 5 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, SALL*************, Возможен, Supercharged Autobiography
403,"ВАЗ (LADA) 2104 1.5 MT, 1996, 500 000 км",111000,"Волгоградская обл., Камышинский р-н, Лебяженское сельское поселение, с. Средняя Камышинка, Новая ул., 1А", 1996, I (1984—2012), 500 000 км, Проверить в Автотеке, Оригинал, 4+, Не битый, 1.5 MT (72 л.с.), 1.5 л, Бензин, Механика, Задний, Универсал, Бежевый, Левый, XTA2*************, Не интересует, Базовая
404,"Honda Accord 2.0 MT, 1993, 300 000 км",150000,"Владимирская обл., Юрьев-Польский р-н, муниципальное образование Юрьев-Польский, Юрьев-Польский, Владимирская ул.", 1993, IV (1989—1993), 300 000 км, 3 записи в отчёте Автотеки, Оригинал, 2, Не битый, 2.0 MT (133 л.с.), 2 л, Бензин, Механика, Передний, Седан, Бордовый, Левый, JHMC*************, Не интересует, Базовая
405,"Hyundai Solaris 1.6 AT, 2020, 45 000 км",1800000,"Ярославская обл., Ростовский р-н, сельское поселение Семибратово, рп. Семибратово, Луговая ул.", 2020, II рестайлинг (2020—2024), 45 000 км, 6 записей в отчёте Автотеки, Электронный, 2, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Серый, Левый, Z94K*************, Не интересует,
406,"Hyundai ix35 2.0 AT, 2014, 150 000 км",1450000,"Республика Башкортостан, Стерлитамак", 2014, I рестайлинг (2013—2015), 150 000 км, 20 записей в отчёте Автотеки, Оригинал, 2, Не битый, 2.0 AT (150 л.с.), 2 л, Бензин, Автомат, Передний, Внедорожник 5-дверный, Коричневый, Левый, TMAJ*************, Не интересует,
407,"Chevrolet Viva 1.8 MT, 2007, 240 000 км",388000,"Волгоградская обл., Волгоград, ул. Кропоткина, 3А", 2007, I (2004—2008), 240 000 км, 12 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.8 MT (125 л.с.), 1.8 л, Бензин, Механика, Передний, Седан, Чёрный, Левый, X9L0*************, Не интересует, Базовая
408,"Infiniti QX70 3.0 AT, 2013, 160 000 км",1850000,"Воронежская обл., Борисоглебский г.о., Борисоглебск, Пролетарская ул.", 2013, I (2013—2018), 160 000 км, 21 запись в отчёте Автотеки, Дубликат, 3, Не битый, 3.0 D AWD AT (238 л.с.), 3 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, JN1T*************, Не интересует, Sport Black
409,"Porsche 911 Carrera S 3.8 AMT, 2011, 125 000 км",5500000,"Москва, Новомосковский административный округ, поселение Московский, д. Лапшинка, Внуково Аутлет Вилладж, 4-я ул.", 2011, 997 рестайлинг (2008—2012), 125 000 км, 8 записей в отчёте Автотеки, Оригинал, 1, Не битый, Carrera S 3.8 PDK (385 л.с.), 3.8 л, Бензин, Робот, Задний, Купе, Серебряный, Левый, WP0Z*************, Не интересует, Базовая
410,"Ford Focus 1.8 MT, 2008, 256 500 км",580000,"Липецкая обл., Усманский р-н, городское поселение Усмань, Усмань, пл. Ленина", 2008, II рестайлинг (2007—2011), 256 500 км, 11 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.8 MT (125 л.с.), 1.8 л, Бензин, Механика, Передний, Седан, Серый, Левый, WF0H*************, Не интересует, Ghia
411,"Volkswagen Touareg 2.5 AT, 2004, 146 500 км",980000,"Липецкая обл., Усманский р-н, городское поселение Усмань, Усмань, ул. Маяковского, 44А", 2004, I (2002—2006), 146 500 км, 16 записей в отчёте Автотеки, Оригинал, 4+, Не битый, 2.5 TDI AT (174 л.с.), 2.5 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, WVGZ*************, Возможен, Базовая
412,"ВАЗ (LADA) Granta 1.6 MT, 2014, 189 029 км",290000,"Пермский край, Пермь, мкр-н Городские Горки", 2014, I (2011—2018), 189 029 км, 8 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 MT (82 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Чёрный, Левый, XTA2*************, Возможен, Norma
413,"ВАЗ (LADA) Granta 1.6 MT, 2013, 117 000 км",450000,"Самарская обл., Самара, Черемшанская ул., 156", 2013, I (2011—2018), 117 000 км, 2 записи в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 MT (87 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Белый, Левый, XTA2*************,, Comfort
414,"Volkswagen Polo 1.6 MT, 2016, 179 000 км",870000,"Костромская обл., Кострома, мкр-н Черноречье", 2016, V рестайлинг (2015—2020), 179 000 км, 7 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 MPI MT (110 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Серый, Левый, XW8Z*************, Не интересует,
415,"ВАЗ (LADA) 2114 Samara 1.5 MT, 2005, 212 000 км",225000,"Ростовская обл., Батайск, Восточный мкр-н", 2005, I (2001—2014), 212 000 км, 10 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.5 MT (77 л.с.), 1.5 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Серебряный, Левый, XTA2*************, Не интересует, Базовая
416,"ВАЗ (LADA) 21099 1.5 MT, 1990, 91 224 км",90000,"Санкт-Петербург, ул. Руставели", 1990, I (1990—2011), 91 224 км, 8 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.5 MT (70 л.с.), 1.5 л, Бензин, Механика, Передний, Седан, Красный, Левый, XTA2*************, Не интересует, Базовая
417,"Ford Focus 1.8 MT, 2003, 329 000 км",440000,"Московская обл., г.о. Пушкинский, Ивантеевка, Советский пр-т", 2003, I рестайлинг (2001—2007), 329 000 км, 9 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.8 MT (115 л.с.), 1.8 л, Бензин, Механика, Передний, Универсал, Красный, Левый, X9FN*************, Не интересует, Базовая
418,"Mazda Familia 1.5 AT, 1998, 256 455 км",245000,"Омская обл., Омск, пл. Лицкевича", 1998, BJ (1998—2004), 256 455 км, 10 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.5 AT (130 л.с.) S-Wagon, 1.5 л, Бензин, Автомат, Передний, Универсал, Белый, Правый, BJ5W******, Возможен, Базовая
419,"Mercedes-Benz Vito 2.1 MT, 2002, 250 000 км",350000,"Вологодская обл., Великоустюгский р-н, муниципальное образование Великий Устюг, Великий Устюг, Красная ул.", 2002, W638 (1996—2003), 250 000 км, 2 записи в отчёте Автотеки, Оригинал, 4+, Не битый, 108 2.1 CDI MT (82 л.с.), 2.1 л, Дизель, Механика, Передний, Фургон, Синий, Левый, WDF6*************, Возможен, Базовая
420,"Kia Sportage 2.0 AT, 2013, 185 000 км",1350000,"Воронежская обл., Лискинский р-н, городское поселение Лиски, Лиски, Центральная пл.", 2013, III (2010—2014), 185 000 км, 33 записи в отчёте Автотеки, Дубликат, 4+, Не битый, 2.0 AT (150 л.с.), 2 л, Бензин, Автомат, Передний, Внедорожник 5-дверный, Чёрный, Левый, XWEP*************, Не интересует,
421,"Skoda Octavia 1.6 MT, 2011, 229 555 км",799000,"Вологодская обл., Тотемский муниципальный округ, пос. Юбилейный, Молодёжная ул.", 2011, II рестайлинг (2008—2013), 229 555 км, 13 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 MPI MT (102 л.с.), 1.6 л, Бензин, Механика, Передний, Лифтбек, Чёрный, Левый, XW8D*************, Не интересует, Ambition
422,"ВАЗ (LADA) 2112 1.6 MT, 2007, 164 000 км",145000,"Пермский край, Пермь, ул. Елькина, 7", 2007, I (1999—2009), 164 000 км, 6 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.6 MT (90 л.с.), 1.6 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Серебряный, Левый, XTA2*************, Не интересует, Norma
423,"Ford Focus 1.6 MT, 2011, 185 000 км",685000,"Волгоградская обл., Волгоград, Университетский пр-т, 86", 2011, II рестайлинг (2007—2011), 185 000 км, 6 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 MT (100 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Белый, Левый, X9FH*************, Не интересует, Comfort
424,"ВАЗ (LADA) 2115 Samara 1.5 MT, 2006, 178 000 км",145000,"Тульская обл., Узловский р-н, с. Супонь, 55", 2006, I (1997—2013), 178 000 км, 8 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.5 MT (76 л.с.), 1.5 л, Бензин, Механика, Передний, Седан, Чёрный, Левый, XTA2*************, Не интересует, Базовая
425,"Toyota RAV4 2.0 CVT, 2013, 179 200 км",1509900,"Нижегородская обл., Нижний Новгород, Московское ш., 304Ак1", 2013, IV (2012—2015), 179 200 км, 9 записей в отчёте Автотеки,, 1, Не битый, 2.0 4WD CVT (146 л.с.), 2 л, Бензин, Вариатор, Полный, Внедорожник 5-дверный, Серый, Левый, JTMB*************,, Prestige Plus
426,"Peugeot Partner 1.6 MT, 2012, 215 600 км",860000,"Воронежская обл., Воронеж, Северный жилой район", 2012, II рестайлинг (2012—2015), 215 600 км, 14 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.6 MT (120 л.с.), 1.6 л, Бензин, Механика, Передний, Минивэн, Серебряный, Левый, VF37*************, Не интересует,
427,"ВАЗ (LADA) 4x4 (Нива) 1.7 MT, 2000, 198 521 км",345000,"Краснодарский край, Краснодар, Дорожная ул.", 2000, I (1977—2019), 198 521 км, 4 записи в отчёте Автотеки, Оригинал, 1, Не битый, 1.7 MT (79 л.с.), 1.7 л, Бензин, Механика, Полный, Внедорожник 3-дверный, Красный, Левый, XTA2*************, Не интересует, Базовая
428,"Audi A6 2.8 AMT, 2013, 173 000 км",1850000,"Москва, Западный административный округ, Можайский район", 2013, C7 (2011—2014), 173 000 км, 25 записей в отчёте Автотеки, Оригинал, 3, Не битый, 2.8 FSI quattro S tronic (204 л.с.), 2.8 л, Бензин, Робот, Полный, Седан, Серый, Левый, WAUZ*************, Не интересует, Base
429,"Mazda CX-5 2.5 AT, 2018, 174 000 км",2640000,"Владимирская обл., Владимир, ул. Безыменского", 2018, II (2017—2022), 174 000 км, 22 записи в отчёте Автотеки, Оригинал, 2, Не битый, 2.5 4WD AT (194 л.с.), 2.5 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, RUMK*************, Возможен, Supreme
430,"Mazda 6 1.8 MT, 2011, 235 300 км",890000,"Воронежская обл., Воронеж, Новосибирская ул., 1Д", 2011, GH рестайлинг (2009—2013), 235 300 км, 20 записей в отчёте Автотеки, Оригинал, 4+, Не битый, 1.8 MT (120 л.с.), 1.8 л, Бензин, Механика, Передний, Седан, Чёрный, Левый, JMZG*************, Возможен, Impulse
431,"ВАЗ (LADA) Priora 1.6 MT, 2011, 120 000 км",420000,"Самарская обл., Самара, ул. Чекистов, 154", 2011, I (2007—2013), 120 000 км, 3 записи в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 MT (106 л.с.), 1.6 л, Бензин, Механика, Передний, Универсал, Чёрный, Левый, XTA2*************, Не интересует, Люкс
432,"ВАЗ (LADA) 4x4 (Нива) 1.7 MT, 2007, 20 000 км",350000,"Мариупольская городская община, Мариуполь, Рождественская ул.", 2007, I (1977—2019), 20 000 км, 9 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.7 MT (80 л.с.), 1.7 л, Бензин, Механика, Полный, Внедорожник 3-дверный, Синий, Левый, XTA2*************, Возможен,
433,"Ford Focus 1.6 AMT, 2013, 147 000 км",887000,"Самарская обл., Самара, Московское шоссе, 18-й километр, 23", 2013, III (2011—2015), 147 000 км, 9 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 AMT (125 л.с.), 1.6 л, Бензин, Робот, Передний, Хетчбек 5-дверный, Белый, Левый, X9FK*************, Возможен,
434,"ГАЗ ГАЗель 33023 2.9 MT, 2016, 165 000 км",1195000,"Москва, Таганско-Краснопресненская линия", 2016, II (2010—2024), 165 000 км, 6 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.9 MT (107 л.с.), 2.9 л, Бензин, Механика, Задний, Фургон, Белый, Левый, X963*************, Не интересует, Базовая
435,"ВАЗ (LADA) 2114 Samara 1.6 MT, 2009, 202 000 км",195000,"Челябинская обл., Челябинск, жилой район Академ Риверсайд, 2-й мкр-н", 2009, I (2001—2014), 202 000 км, 9 записей в отчёте Автотеки, Оригинал, 4+, Не битый, 1.6 MT (81 л.с.), 1.6 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Серебряный, Левый, XTA2*************, Возможен, Люкс
436,"Chery Tiggo 4 2.0 CVT, 2021, 54 000 км",1600000,"Московская обл., Красногорск, Большая Воскресенская ул., 1", 2021, I рестайлинг (2018—2024), 54 000 км, 7 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.0 CVT (122 л.с.), 2 л, Бензин, Вариатор, Передний, Внедорожник 5-дверный, Серый, Левый, LVVD*************, Не интересует, Techno
437,"Skoda Fabia 1.4 MT, 2002, 150 000 км",300000,"Вологодская обл., Вологда, Ленинградская ул., 73", 2002, I (1999—2004), 150 000 км, 8 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.4 MT (68 л.с.), 1.4 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Голубой, Левый, TMBP*************, Не интересует, Базовая
438,"Chevrolet Lanos 1.5 MT, 2009, 170 000 км",210000,"Севастополь, Фиолентовское ш., 1/8", 2009, I (2002—2009), 170 000 км, 5 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.5 MT (86 л.с.), 1.5 л, Бензин, Механика, Передний, Седан, Чёрный, Левый, Y6DT*************, Не интересует, SX
439,"Kia Picanto 1.2 AT, 2013, 102 000 км",995000,"Ростовская обл., Ростов-на-Дону, мкр-н Северный, б-р Комарова, 28Д", 2013, II (2011—2015), 102 000 км, 11 записей в отчёте Автотеки, Оригинал, 4+, Не битый, 1.2 AT (85 л.с.), 1.2 л, Бензин, Автомат, Передний, Хетчбек 3-дверный, Белый, Левый, KNAB*************, Не интересует, Comfort
440,"Jaguar F-Pace 2.0 AT, 2019, 144 500 км",2850000,"Республика Марий Эл, Йошкар-Ола, Кремлёвская ул., 19", 2019, I (2016—2020), 144 500 км, 6 записей в отчёте Автотеки, Электронный, 1, Не битый, 2.0 AT (240 л.с.), 2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Красный, Левый, SADC*************, Не интересует, R-Sport
441,"Chevrolet Cruze 1.6 MT, 2009, 123 674 км",420000,"Костромская обл., Галич, ул. Леднева", 2009, I (2009—2012), 123 674 км, 19 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.6 MT (113 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Белый, Левый, KL1J*************, Не интересует, Базовая
442,"ВАЗ (LADA) 2112 1.6 MT, 2007, 265 000 км",229000,"Краснодарский край, Кавказский р-н, Кропоткинское городское поселение, Кропоткин, Красная ул., 54", 2007, I (1999—2009), 265 000 км, 9 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 MT (90 л.с.), 1.6 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Чёрный, Левый, XTA2*************, Не интересует,
443,"Kia Optima 2.0 AT, 2019, 150 000 км",1850000,"Краснодарский край, Сочи, ул. Дарвина, 69", 2019, IV рестайлинг (2018—2020), 150 000 км, 9 записей в отчёте Автотеки, Оригинал, 3, Не битый, 2.0 MPI AT (150 л.с.), 2 л, Бензин, Автомат, Передний, Седан, Белый, Левый, XWEG*************, Не интересует, Luxe
444,"Mercedes-Benz E-класс 2.1 AT, 2010, 280 000 км",1400000,"Республика Крым, Белогорский р-н, городское поселение Белогорск, Белогорск, ул. Луначарского", 2010, W212/S212/C207/A207 (2009—2013), 280 000 км, 14 записей в отчёте Автотеки, Оригинал, 4+, Не битый, E 250d 2.1 5G-Tronic (204 л.с.), 2.1 л, Дизель, Автомат, Задний, Седан, Чёрный, Левый, WDD2*************, Возможен, Avantgarde Особая серия
445,"Jeep Grand Cherokee 5.2 AT, 1996, 339 000 км",470000,"Московская обл., Орехово-Зуевский г.о., Орехово-Зуево, ул. Лапина, 38", 1996, ZJ рестайлинг (1996—1998), 339 000 км, 6 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 5.2 4WD AT (211 л.с.), 5.2 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Зелёный, Левый, 1J4G*************, Не интересует, Базовая
446,"ВАЗ (LADA) Granta 1.6 MT, 2021, 68 456 км",670000,"Оренбургская обл., Оренбург, Авторемонтная ул., 13", 2021, I рестайлинг (2018—2024), 68 456 км, Проверить в Автотеке, Электронный, 2, Не битый, 1.6 MT (87 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Серый, Левый, XTA2*************, Возможен, Comfort
447,"FAW V5 1.5 MT, 2013, 209 265 км",250000,"Москва, ул. Санникова", 2013, I (2012—2017), 209 265 км, 18 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.5 MT (102 л.с.), 1.5 л, Бензин, Механика, Передний, Седан, Синий, Левый, LFP7*************, Не интересует, Deluxe
448,"Volvo S80 2.4 AT, 2006, 198 000 км",545000,"Москва, ул. Мусы Джалиля", 2006, I рестайлинг (2003—2006), 198 000 км, 8 записей в отчёте Автотеки, Оригинал, 4+, Не битый, 2.4 AT (170 л.с.), 2.4 л, Бензин, Автомат, Передний, Седан, Серый, Левый, YV1T*************, Возможен, Базовая
449,"Lexus NX 2.0 AT, 2019, 78 100 км",3390000,"Москва, Чечёрский пр., 31", 2019, Z10 рестайлинг (2017—2021), 78 100 км, 2 записи в отчёте Автотеки, Электронный, 1, Не битый, NX 300 2.0 AT (238 л.с.), 2 л, Бензин, Автомат, Передний, Внедорожник 5-дверный, Серый, Левый, JTJS*************, Не интересует, Premium
450,"Hyundai Solaris 1.6 AT, 2017, 163 000 км",799000,"Москва, ул. Обручева, 21с2", 2017, II (2017—2020), 163 000 км, 4 записи в отчёте Автотеки,, 2, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Серебряный, Левый, Z94K*************, Возможен,
451,"ВАЗ (LADA) 4x4 (Нива) 1.7 MT, 2019, 29 987 км",689999,"Ставропольский край, Ставрополь, ул. Чапаева, 4/7Г", 2019, I (1977—2019), 29 987 км, 3 записи в отчёте Автотеки, Оригинал, 3, Не битый, 1.7 MT (83 л.с.), 1.7 л, Бензин, Механика, Полный, Внедорожник 3-дверный, Серый, Левый, XTA2*************, Не интересует, Bronto
452,"Kia Sportage 2.0 AT, 2015, 44 001 км",1920000,"Самарская обл., Самара, Южное ш., 12с4", 2015, III рестайлинг (2014—2016), 44 001 км, 5 записей в отчёте Автотеки,, 1, Не битый, 2.0 4WD AT (150 л.с.), 2 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, XWEP*************,, Luxe
